city;federal_district;region_fo;id
Соликамск;Приволжский;Пермский край;8b698775-fe5e-4fc0-9f0d-272855d82d15
Солнечногорск;Центральный;Московская обл;d4dadcfd-355d-4fe9-963d-48ad122a7778
Сольвычегодск;Северо-Западный;Архангельская обл;a56a44ee-f79d-4e51-b219-c3c828c7e0c0
Соль-Илецк;Приволжский;Оренбургская обл;d2d93864-f4a5-4ac2-b953-b230cc9d0fa0
Сольцы;Северо-Западный;Новгородская обл;c2f4a34c-80b4-4aea-a45b-d932909cccc0
Сорочинск;Приволжский;Оренбургская обл;1d9296cc-f534-4e81-9e97-c31d3ef9c25a
Сорск;Сибирский;Хакасия Респ;bf626532-9e6c-4365-801e-c1d297ab40f0
Сортавала;Северо-Западный;Карелия Респ;7fa96873-4865-4f14-99e4-78d118cdca8b
Сосенский;Центральный;Калужская обл;44326142-0196-4cec-abcb-79853fe6cfd4
Сосновка;Приволжский;Кировская обл;9e9afbb6-8de5-4765-a69f-2c4dfa498006
Сосновоборск;Сибирский;Красноярский край;a139c8ba-831e-4ee5-87a9-1eead6984288
Сосногорск;Северо-Западный;Коми Респ;9a2569ae-14fb-43bb-b192-a4c29c463c28
Сочи;Южный;Краснодарский край;79da737a-603b-4c19-9b54-9114c96fb912
Спас-Деменск;Центральный;Калужская обл;30745bd5-b803-4327-baf9-006f25353acc
Спас-Клепики;Центральный;Рязанская обл;3d67fdec-69f3-461a-bdbc-7455cb849545
Спасск;Приволжский;Пензенская обл;d005a0db-1deb-4728-a800-1e423fa804df
Спасск-Дальний;Дальневосточный;Приморский край;e55554eb-c571-49d2-bf69-c3c4acf8b10b
Спасск-Рязанский;Центральный;Рязанская обл;94484f92-28a1-4880-a723-0af2f4fce2ca
Среднеколымск;Дальневосточный;Саха /Якутия/ Респ;42bf7165-9170-403c-bf86-ca1c19453e1c
Среднеуральск;Уральский;Свердловская обл;7c470adb-7d3d-42a1-9190-8f3fd05f710d
Сретенск;Дальневосточный;Забайкальский край;f9dd7993-4953-4980-bbcc-2666b94b2a06
Ставрополь;Северо-Кавказский;Ставропольский край;2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc
Старая Купавна;Центральный;Московская обл;d49d936b-188f-4186-b2db-47e4b36682d6
Старая Русса;Северо-Западный;Новгородская обл;bc4e8fbc-54dc-4114-9c48-fd7a9b3e2e5c
Старица;Центральный;Тверская обл;44d646fd-0ad2-49d7-ad37-41aacd6f1aee
Стародуб;Центральный;Брянская обл;78e19000-cb0d-4e86-8205-242ee9de9e75
Старый Крым;Южный;Крым Респ;3f9914af-d6b7-47bb-9787-a12a6cf5d1d2
Старый Оскол;Центральный;Белгородская обл;9f5e86b1-b893-43dc-9dd4-ac66573b17d1
Стерлитамак;Приволжский;Башкортостан Респ;84e0b23d-82fe-40a8-8739-55e679780dc3
Стрежевой;Сибирский;Томская обл;0a0fe1fc-8aab-4ff3-a2a3-971ee4fcd27f
Строитель;Центральный;Белгородская обл;19c9f6de-45cd-4c76-9839-abd571698ced
Струнино;Центральный;Владимирская обл;9f490940-079f-4bf9-9931-48952c1bea4f
Ступино;Центральный;Московская обл;f516f0a9-3882-42fb-ae68-87a433e83e06
Суворов;Центральный;Тульская обл;3e63d801-f22b-4ad2-bca2-29f73b0388dc
Судак;Южный;Крым Респ;9481ba52-663f-4cac-9ba9-67f168016eab
Суджа;Центральный;Курская обл;abd43820-a1d4-4e16-adb4-8532959b6e98
Судогда;Центральный;Владимирская обл;469a6b26-cb42-4db7-8fe7-758b946956c4
Суздаль;Центральный;Владимирская обл;f347f78e-f991-4b0b-bfbd-600ac927b009
Сунжа;Северо-Кавказский;Ингушетия Респ;0effcc07-1b12-4570-9951-23523c06c858
Суоярви;Северо-Западный;Карелия Респ;8a5c4019-f746-4445-8679-cb6740633a78
Сураж;Центральный;Брянская обл;565317d8-daf3-4df1-bf3d-6703b0d1500f
Сургут;Уральский;Ханты-Мансийский Автономный округ - Югра АО;f1eb1809-47d4-4f0b-9a74-fa416e9d3df2
Суровикино;Южный;Волгоградская обл;b5bab4ba-e94f-4178-b6f7-67e01c89bec2
Сурск;Приволжский;Пензенская обл;d8f506c4-a1e4-4524-b997-8651cb6f0af0
Сусуман;Дальневосточный;Магаданская обл;b617d714-cbce-4abe-bf0d-668be5e3d670
Сухиничи;Центральный;Калужская обл;84778f7b-bf8c-45cc-84e1-dfd136368e6a
Сухой Лог;Уральский;Свердловская обл;9e41e6fc-a2a3-4ee4-9f60-045cf22d45d0
Сызрань;Приволжский;Самарская обл;e9e684ce-7d60-4480-ba14-ca6da658188b
Сыктывкар;Северо-Западный;Коми Респ;d2944a73-daf4-4a08-9b34-d9b0af7785a1
Сысерть;Уральский;Свердловская обл;93fdb310-5e08-43ee-aabe-42e39a950928
Сычевка;Центральный;Смоленская обл;b3522b83-3f83-4145-892f-5767415d82d3
Сясьстрой;Северо-Западный;Ленинградская обл;f59186fa-b4db-4b2d-88b9-e3fde4a90690
Тавда;Уральский;Свердловская обл;e3d340e7-15af-436c-a0f0-abfaf2108fca
Таганрог;Южный;Ростовская обл;d72c95ed-9fdd-4f27-b94f-898fc3f1177d
Тайга;Сибирский;Кемеровская область - Кузбасс обл;4da6f430-f531-42f5-9176-1f6cf7ba6367
Тайшет;Сибирский;Иркутская обл;945ac8e1-b529-4cec-afda-f92c6a6b0f70
Талдом;Центральный;Московская обл;5f2757f9-6cb1-41a6-9610-ee4f73a2f803
Талица;Уральский;Свердловская обл;12a6ddb3-4f9e-44bf-9e24-77eb72cae2ed
Тамбов;Центральный;Тамбовская обл;ea2a1270-1e19-4224-b1a0-4228b9de3c7a
Тара;Сибирский;Омская обл;191443b9-a283-4368-a09d-0a98f16c7dc5
Тарко-Сале;Уральский;Ямало-Ненецкий АО;b998fcc0-d770-4754-9133-d669a2b2ba5d
Таруса;Центральный;Калужская обл;31a0a531-a20f-4ccc-a370-551cd9867b0c
Татарск;Сибирский;Новосибирская обл;17f3169d-63c5-4c04-9395-298333f7e0f4
Таштагол;Сибирский;Кемеровская область - Кузбасс обл;6be8ac27-9aa0-4784-ba97-a15f066995d9
Тверь;Центральный;Тверская обл;c52ea942-555e-45c6-9751-58897717b02f
Теберда;Северо-Кавказский;Карачаево-Черкесская Респ;2edbb310-a924-44a8-a6d0-c9b825214fcf
Тейково;Центральный;Ивановская обл;09a16212-dcce-4f9a-be1a-515911beaba3
Темников;Приволжский;Мордовия Респ;7a57dd0c-5b64-480e-8369-3e22261e2bf0
Темрюк;Южный;Краснодарский край;3d6724a2-9641-44e6-bc69-097d93c01cb9
Терек;Северо-Кавказский;Кабардино-Балкарская Респ;9886a048-8715-4526-80b1-2f0fd8dd7bdf
Тетюши;Приволжский;Татарстан Респ;e277c80f-b3ce-40d5-9a46-8c1e3a8dd1ba
Тимашевск;Южный;Краснодарский край;f09d518d-5617-476f-8c76-877899375202
Тихвин;Северо-Западный;Ленинградская обл;86ec26f6-d980-4c40-b4ce-77e1638ec8ad
Тихорецк;Южный;Краснодарский край;1d3511c8-b1dc-49c5-b5fb-3533ed4ce3c4
Тобольск;Уральский;Тюменская обл;6d7c3e9e-8d6d-490a-a650-8257dbf5ec36
Тогучин;Сибирский;Новосибирская обл;579da04d-579c-4ef7-8f84-aa63088be55b
Тольятти;Приволжский;Самарская обл;242e87c1-584d-4360-8c4c-aae2fe90048e
Томари;Дальневосточный;Сахалинская обл;06eb791a-25e9-4b8e-aaba-4a845b7394db
Томмот;Дальневосточный;Саха /Якутия/ Респ;ddf06654-8540-4b55-9a08-45497cc29a75
Томск;Сибирский;Томская обл;e3b0eae8-a4ce-4779-ae04-5c0797de66be
Топки;Сибирский;Кемеровская область - Кузбасс обл;5a6d8be0-aa32-4344-9a4d-89fdb4c94ae8
Торжок;Центральный;Тверская обл;4b7047b6-a656-48e7-a247-1433d4a7fb82
Торопец;Центральный;Тверская обл;7e35bc70-aa2f-4be7-b34f-8a9c18d48b76
Тосно;Северо-Западный;Ленинградская обл;165119d1-6555-4473-8b90-46ec517b4076
Тотьма;Северо-Западный;Вологодская обл;3a0d6df8-c23f-4435-83bb-9f97dd2e3343
Трехгорный;Уральский;Челябинская обл;097d2fcb-d22a-4fbd-89bf-27950b7116a3
Троицк;Уральский;Челябинская обл;b5ad78c2-cc8f-4769-9a9f-75743d8da02f
Трубчевск;Центральный;Брянская обл;7c080d22-1f3c-43b0-ba63-1e7de99724c9
Туапсе;Южный;Краснодарский край;d0e68eaf-5ea0-4e65-81b6-b6f55c4df6f5
Туймазы;Приволжский;Башкортостан Респ;511a0136-f60c-451b-a2eb-3402103f1223
Тула;Центральный;Тульская обл;b2601b18-6da2-4789-9fbe-800dde06a2bb
Тулун;Сибирский;Иркутская обл;869c2c69-e8cd-43ae-9596-e0be50c0fcfe
Туран;Сибирский;Тыва Респ;224d11db-b006-4774-92eb-7fa5b870acbe
Туринск;Уральский;Свердловская обл;45a7312f-5c8b-46d9-b7ff-46d0efa63366
Тутаев;Центральный;Ярославская обл;55aa704c-ff9b-45e6-9493-eb10890e2824
Тында;Дальневосточный;Амурская обл;007e010f-e110-4a55-90a7-c4acac623c9b
Тырныауз;Северо-Кавказский;Кабардино-Балкарская Респ;e0ee885d-786e-457e-9568-2def04ee83b0
Тюкалинск;Сибирский;Омская обл;10959db6-8297-49eb-93e9-2bb7641898ce
Тюмень;Уральский;Тюменская обл;9ae64229-9f7b-4149-b27a-d1f6ec74b5ce
Уварово;Центральный;Тамбовская обл;5a54fa19-c17f-40a8-9d81-0fc826cba781
Углегорск;Дальневосточный;Сахалинская обл;c3da66fb-eb91-47c6-934c-b98ed003c82e
Углич;Центральный;Ярославская обл;bddb02e3-ce5b-4128-8433-b4ad228914b9
Удачный;Дальневосточный;Саха /Якутия/ Респ;e6fde0e4-6124-4e8d-82ce-5f97abe86cc6
Удомля;Центральный;Тверская обл;5bbf246a-6ff4-4050-9ea6-6d0b0a746651
Ужур;Сибирский;Красноярский край;2730ee56-f5f7-472d-9e58-04c0b692bb8d
Узловая;Центральный;Тульская обл;d3f84234-d9f9-4bd9-ae29-459fb22c5433
Улан-Удэ;Дальневосточный;Бурятия Респ;9fdcc25f-a3d0-4f28-8b61-40648d099065
Ульяновск;Приволжский;Ульяновская обл;bebfd75d-a0da-4bf9-8307-2e2c85eac463
Унеча;Центральный;Брянская обл;6a2d5db9-1871-4f1d-b226-bbc6b8400a44
Урай;Уральский;Ханты-Мансийский Автономный округ - Югра АО;610abc14-c127-4d7c-8697-31cb5c7c47f2
Урень;Приволжский;Нижегородская обл;0e7e2d6e-7217-4624-857a-67b2300c0952
Уржум;Приволжский;Кировская обл;759037c3-6408-4466-afe4-b10adc4edff4
Урус-Мартан;Северо-Кавказский;Чеченская Респ;eb208b95-1f50-4290-a9c9-46909aea49a0
Урюпинск;Южный;Волгоградская обл;2e5879fc-35c2-4354-816b-f1fce74ece87
Усинск;Северо-Западный;Коми Респ;267fd50d-0077-4041-9594-18b1de5f2acb
Усмань;Центральный;Липецкая обл;1b3ce1ae-6edd-464b-ab82-79237510cd5c
Усолье;Приволжский;Пермский край;9acef094-749b-406f-89a2-98c02ebf50c5
Усолье-Сибирское;Сибирский;Иркутская обл;ac680034-f7da-4bd8-8374-a5c97aa09516
Уссурийск;Дальневосточный;Приморский край;de7335fb-9baa-48eb-927d-0bb299b2e5bc
Усть-Джегута;Северо-Кавказский;Карачаево-Черкесская Респ;5de40749-195c-445b-b65a-fd1c397d1440
Усть-Илимск;Сибирский;Иркутская обл;78d11295-77b5-4ac4-b128-582e2989c0a5
Усть-Катав;Уральский;Челябинская обл;327f11c6-474f-44f9-aff3-8ba1780fcaf0
Усть-Кут;Сибирский;Иркутская обл;cfb0a55a-3314-42bf-b3d8-5ed5368abdd6
Усть-Лабинск;Южный;Краснодарский край;f5743b34-7858-46b4-99ca-050a4efa356d
Устюжна;Северо-Западный;Вологодская обл;3c2ceeea-04a9-4171-b4dd-341620290258
Уфа;Приволжский;Башкортостан Респ;7339e834-2cb4-4734-a4c7-1fca2c66e562
Ухта;Северо-Западный;Коми Респ;067b4cef-e128-4d5a-8305-fecf53e7b7e8
Учалы;Приволжский;Башкортостан Респ;7b2b052a-49df-4aff-a36f-fb82957da2ea
Уяр;Сибирский;Красноярский край;aab80404-c16d-43b2-92d4-eb06639f37c2
Фатеж;Центральный;Курская обл;f5c96821-4438-461c-b5da-2c812cd0bc0a
Феодосия;Южный;Крым Респ;ddc99126-8c9c-49e0-be2b-e05d2dcdf22e
Фокино;Центральный;Брянская обл;8d7c89e7-d9b9-4d7a-907c-a654b3a4d23d
Фролово;Южный;Волгоградская обл;57e3991f-e685-4ba2-9cef-9988e6fa5862
Фрязино;Центральный;Московская обл;13696e0e-4c75-49aa-9c83-0a6faf5074ee
Фурманов;Центральный;Ивановская обл;9d56ad01-abe9-4f14-89e5-9af4544b94b2
Хабаровск;Дальневосточный;Хабаровский край;a4859da8-9977-4b62-8436-4e1b98c5d13f
Хадыженск;Южный;Краснодарский край;e27ea530-bc56-43b3-8ff7-24db68ae2760
Ханты-Мансийск;Уральский;Ханты-Мансийский Автономный округ - Югра АО;d680d1a9-ff89-42c0-b39f-143d2ffb520a
Харабали;Южный;Астраханская обл;08373220-e187-4094-82de-b8e0864c5f38
Харовск;Северо-Западный;Вологодская обл;e5e0513c-fc84-4373-b3ee-05f8382f8110
Хасавюрт;Северо-Кавказский;Дагестан Респ;b10ca6a7-e9c0-4382-b939-4787aaf43a58
Хвалынск;Приволжский;Саратовская обл;ac586a68-2f14-403e-9ce0-46c01832652d
Хилок;Дальневосточный;Забайкальский край;a4b18a69-c5df-4022-ba9b-a29f99acfa42
Химки;Центральный;Московская обл;d76255c8-3173-4db5-a39b-badd3ebdf851
Холм;Северо-Западный;Новгородская обл;b12ce6eb-00e8-4d54-b309-14569350f346
Холмск;Дальневосточный;Сахалинская обл;0d5fd8b6-9e5e-44e1-a341-fff1c3c9e1e0
Хотьково;Центральный;Московская обл;6cdcecfe-4d41-426c-bac4-034348f7068b
Цивильск;Приволжский;Чувашская Республика Чувашия;927d7cf4-f2e6-4617-9cf6-e73edf9fd9ad
Цимлянск;Южный;Ростовская обл;27095e32-973c-4d07-929a-c46f63076ea8
Циолковский;Дальневосточный;Амурская обл;f9ce3255-3f79-4457-919c-d180fa813b6a
Чадан;Сибирский;Тыва Респ;2f1dec2a-2206-47fa-9620-1db182968112
Чайковский;Приволжский;Пермский край;06d7a6d6-8f57-4e5a-b698-2bc44c92bb84
Чапаевск;Приволжский;Самарская обл;90a11c8e-c39f-4bcd-9df4-f89bed18958c
Чаплыгин;Центральный;Липецкая обл;4aed94c2-977d-41cc-bc72-312026ec4117
Чебаркуль;Уральский;Челябинская обл;1fe59b79-b019-45d7-bfd9-03b3b2d49cb6
Чебоксары;Приволжский;Чувашская Республика Чувашия;dd8caeab-c685-4f2a-bf5f-550aca1bbc48
Чегем;Северо-Кавказский;Кабардино-Балкарская Респ;17bfd906-04ef-45f2-abbb-fcf801d0ba84
Чекалин;Центральный;Тульская обл;de83a84d-6526-46dc-9501-82a4542e5abb
Челябинск;Уральский;Челябинская обл;a376e68d-724a-4472-be7c-891bdb09ae32
Чердынь;Приволжский;Пермский край;242133ad-1c0f-43f0-9865-7b5f914a778f
Черемхово;Сибирский;Иркутская обл;f05b68c4-f1c7-4c3d-b557-f1f44a57b85f
Черепаново;Сибирский;Новосибирская обл;e849dc37-0f3b-4a66-8f0e-780c75927025
Череповец;Северо-Западный;Вологодская обл;b4c30848-5181-44b4-88fa-456e1c4aeb0f
Черкесск;Северо-Кавказский;Карачаево-Черкесская Респ;2a4a7c93-f3f8-4042-8cbf-e04ab64f5e08
Чермоз;Приволжский;Пермский край;8f353d4e-1374-4a88-a06b-51c6a3f9acd1
Черноголовка;Центральный;Московская обл;70c5b1c8-43ec-471f-b3df-fd6f60557332
Черногорск;Сибирский;Хакасия Респ;2e3ec6d8-3835-4c57-9fbc-7e61b58a03a3
Чернушка;Приволжский;Пермский край;c3a35399-c5ea-4f12-bf34-c2cc21e1cc60
Черняховск;Северо-Западный;Калининградская обл;acde8f61-fd56-4cec-a4df-1f033e2a63ee
Чехов;Центральный;Московская обл;7eeb876e-7b67-4ed7-91ec-0588712db96c
Чистополь;Приволжский;Татарстан Респ;c3c7b150-1b5b-49a6-ace2-a24b403b3b94
Чита;Дальневосточный;Забайкальский край;2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c
Чкаловск;Приволжский;Нижегородская обл;46659847-4fed-4981-bdaf-d260874864ee
Чудово;Северо-Западный;Новгородская обл;a084418b-c41f-4086-9009-0adb7e9117bf
Чулым;Сибирский;Новосибирская обл;bd136162-7404-4915-b456-239426f78b94
Чусовой;Приволжский;Пермский край;784b1911-182d-476b-a4ad-0f3fa1ef7777
Чухлома;Центральный;Костромская обл;fbadac52-08d8-46f2-b2c6-d272b79f36c1
Шагонар;Сибирский;Тыва Респ;a2095706-c501-479c-903a-695b78af1f36
Шадринск;Уральский;Курганская обл;7870abeb-8b0f-4899-920b-3ab8ff6024c0
Шали;Северо-Кавказский;Чеченская Респ;f206e5a7-d074-44cf-a0f3-a9ca855969d2
Шарыпово;Сибирский;Красноярский край;e21e9175-86f9-4e24-b129-abdee0f956dc
Шарья;Центральный;Костромская обл;c78b9b9e-ace7-46d0-9f6f-c259d7f65e4f
Шатура;Центральный;Московская обл;cd6486b7-fd7a-4da8-b7f3-420d6e16b07b
Шахты;Южный;Ростовская обл;dee2e80e-f2e1-4a68-93b0-b7b89b6f3e74
Шахунья;Приволжский;Нижегородская обл;a5d97e2a-acea-44c0-92d1-1f107fc472cd
Шацк;Центральный;Рязанская обл;04b8181c-124d-495d-b8ef-825518186df9
Шебекино;Центральный;Белгородская обл;dc80ddf0-b1ac-4344-98e8-fcfa5295a0a3
Шелехов;Сибирский;Иркутская обл;c727ac3a-e05c-4b81-b8e1-9b1003c28595
Шенкурск;Северо-Западный;Архангельская обл;74a26d75-38a6-485a-9468-52dd7c6711fa
Шилка;Дальневосточный;Забайкальский край;69efa85f-c9d7-44bb-bcda-95205cd1a647
Шимановск;Дальневосточный;Амурская обл;809f0591-bb18-40a2-9fac-7d3d0a22c0bf
Шиханы;Приволжский;Саратовская обл;6c6b065e-9f1c-4afd-ac61-ff8338972818
Шлиссельбург;Северо-Западный;Ленинградская обл;5a543514-a133-431c-919e-8a61c2261783
Шумерля;Приволжский;Чувашская Республика Чувашия;068dfc2d-3a52-4d7f-93bc-797c286e66ac
Шумиха;Уральский;Курганская обл;79685d02-4ac3-42a0-905d-f123918ca296
Шуя;Центральный;Ивановская обл;a6c7e92c-79cf-4b47-beb6-40192295c559
Щекино;Центральный;Тульская обл;2711a4bb-c464-405f-8b8b-cac284c9ae72
Щелкино;Южный;Крым Респ;e6010aa6-5f02-4beb-bcd6-d0a31fa6e978
Щёлково;Центральный;Московская обл;c38a33c1-8f16-4454-bbf4-656d6b8b1739
Щёлково;Центральный;Московская обл;c38a33c1-8f16-4454-bbf4-656d6b8b1739
Щигры;Центральный;Курская обл;9382c84c-3d08-4136-a674-9402da0b9e40
Щучье;Уральский;Курганская обл;a7b4ee16-32cf-4f35-b1c7-f7ab4e458823
Электрогорск;Центральный;Московская обл;091e36e6-fab6-477b-8b07-9151cbeb9cd5
Электросталь;Центральный;Московская обл;e0b171b6-bf2e-4d68-ab05-4d42ab2b375a
Электроугли;Центральный;Московская обл;27fda454-386e-4618-8c08-4e639a0a8bc1
Элиста;Южный;Калмыкия Респ;d5bd18b9-22c1-48e2-9b4a-3b7a4c89a3cb
Энгельс;Приволжский;Саратовская обл;c58d0505-54eb-4c34-8216-b14f7cdb0ecb
Эртиль;Центральный;Воронежская обл;fdbadb36-e4f6-4843-8f1f-80bd4fb4381e
Югорск;Уральский;Ханты-Мансийский Автономный округ - Югра АО;abb05e81-bd8b-4e44-abf7-384c9eba3407
Южа;Центральный;Ивановская обл;16c1333c-8766-4135-a29a-e08f959e60bc
Южно-Сахалинск;Дальневосточный;Сахалинская обл;44388ad0-06aa-49b0-bbf9-1704629d1d68
Южно-Сухокумск;Северо-Кавказский;Дагестан Респ;733221a2-f789-4dda-a3f4-e41c88b6cfbd
Южноуральск;Уральский;Челябинская обл;2ac904d8-365e-4f49-8ff9-f14f88609535
Юрга;Сибирский;Кемеровская область - Кузбасс обл;988289f5-d6d0-40d5-a483-55983e11c033
Юрьевец;Центральный;Ивановская обл;be9d618e-8dc4-498f-aed6-03ce38f82683
Юрьев-Польский;Центральный;Владимирская обл;4859c31b-fba4-460a-9543-befc791da8a9
Юрюзань;Уральский;Челябинская обл;162b9632-9ebb-4143-80fd-2d0c4a978243
Юхнов;Центральный;Калужская обл;503b2859-0304-4e8e-b627-8f611ff27d5e
Ядрин;Приволжский;Чувашская Республика Чувашия;49bf68fa-6f47-4281-9c0f-b2ff8fa96cf6
Якутск;Дальневосточный;Саха /Якутия/ Респ;884c84a2-0141-4652-962d-8a92989b88f7
Ялта;Южный;Крым Респ;daa6815b-0cf0-44c7-981c-84d72d51f2b1
Ялуторовск;Уральский;Тюменская обл;2771f01d-b335-40ba-ac30-11a7d3b43c26
Янаул;Приволжский;Башкортостан Респ;21de303b-205d-4d37-81c9-63d10246e1af
Яранск;Приволжский;Кировская обл;af4098b9-6200-450a-999f-6e732cbdbac3
Яровое;Сибирский;Алтайский край;e07d57ed-22ce-4020-b59c-f7aae6f091bf
Ярославль;Центральный;Ярославская обл;6b1bab7d-ee45-4168-a2a6-4ce2880d90d3
Ярцево;Центральный;Смоленская обл;84588847-9e01-42c0-86cc-5ee2c819aeaf
Ясногорск;Центральный;Тульская обл;87c99d23-260a-4a6e-8f69-f8a3dc131c3b
Ясный;Приволжский;Оренбургская обл;c30ba5a3-1222-4fde-a8d0-ef2d8494e4c8
Яхрома;Центральный;Московская обл;4e503ad8-0372-4434-888c-f111ed78040c
