city;federal_district;region_fo;id
Завитинск;Дальневосточный;Амурская обл;7b39476f-0edb-4bc3-bb31-6cedfb2aa695
Заводоуковск;Уральский;Тюменская обл;10c58caf-f8b8-44b6-99b9-5cf25f681fcf
Заволжск;Центральный;Ивановская обл;3bf1c329-e556-4d56-82d0-3b1b42b298da
Заволжье;Приволжский;Нижегородская обл;b1a903c2-9bdf-4a10-8e4b-e34d7b8d7dc3
Задонск;Центральный;Липецкая обл;4c035f08-697c-4ad0-9c8e-7b7a8a385974
Заинск;Приволжский;Татарстан Респ;098deac5-b810-4584-b277-10f8b5afe51d
Закаменск;Дальневосточный;Бурятия Респ;0602f259-5de5-48e0-8a2c-427a5e0aef82
Заозерный;Сибирский;Красноярский край;1f8ea2c9-d6f7-4c30-b76d-2aa81640732e
Заозерск;Северо-Западный;Мурманская обл;81a88076-04de-46c9-940a-3cb300e70e5b
Западная Двина;Центральный;Тверская обл;89a1b73c-6058-49e0-bdba-e7f10c2342dd
Заполярный;Северо-Западный;Мурманская обл;304cb068-e1d1-4947-944f-07c38cd8db6e
Зарайск;Центральный;Московская обл;98e62df9-591a-45af-876e-471060d057aa
Заречный;Уральский;Свердловская обл;8018ae42-55a5-4297-a126-b482aee0b634
Заринск;Сибирский;Алтайский край;142e04ef-dec1-44fa-b553-fac215764374
Звенигово;Приволжский;Марий Эл Респ;a9999751-53ff-4b43-b15f-6ad8034705ba
Звенигород;Центральный;Московская обл;4bae8c68-e107-4352-9d4b-f937f90469ac
Зверево;Южный;Ростовская обл;99f4120c-2af0-4c97-afbc-d17fdf350ba6
Зеленогорск;Сибирский;Красноярский край;38f208d6-6f29-4d30-b826-b42e8beecc67
Зеленоград;Центральный;Московская обл;ec44c0ee-bf24-41c8-9e1c-76136ab05cbf
Зеленоградск;Северо-Западный;Калининградская обл;448d8a42-8ebf-4ca5-a9f2-98efb532630f
Зеленодольск;Приволжский;Татарстан Респ;1e90ec38-0f85-442b-ac1b-ca687fa91d88
Зеленокумск;Северо-Кавказский;Ставропольский край;dcfa008b-e058-4be1-a409-18fc2b2e570f
Зерноград;Южный;Ростовская обл;c07d0c34-eadb-4102-bcef-7dd1a3ba27c3
Зея;Дальневосточный;Амурская обл;581855f4-f0bc-44a5-a36e-a298279f9ec4
Зима;Сибирский;Иркутская обл;7c3452ac-3953-4b78-a80c-64ec839620a6
Златоуст;Уральский;Челябинская обл;110c731e-d72b-4c37-91cb-03ce33d9e727
Злынка;Центральный;Брянская обл;9491aba8-fbc1-4da8-8ede-8d49690c393a
Змеиногорск;Сибирский;Алтайский край;e7001b8f-d104-4873-96d4-66339f5e530a
Знаменск;Южный;Астраханская обл;54ecd5a8-83d9-4a85-ae2c-6fe6976ab716
Зубцов;Центральный;Тверская обл;7f0cc277-4994-4c14-abe9-bbb776a8bcfc
Зуевка;Приволжский;Кировская обл;fe3dfa87-0363-4fbf-9a2c-dcfb237f6943
Ивангород;Северо-Западный;Ленинградская обл;752d9929-945c-4464-ae38-20a626108da9
Иваново;Центральный;Ивановская обл;40c6863e-2a5f-4033-a377-3416533948bd
Ивантеевка;Центральный;Московская обл;e12cf909-779a-4352-af51-7a2a07668f60
Ивдель;Уральский;Свердловская обл;c32d06c4-cca2-42f4-a3b3-b2fee48b9585
Игарка;Сибирский;Красноярский край;59a84d36-af93-4e61-aac4-999431645666
Ижевск;Приволжский;Удмуртская Респ;deb1d05a-71ce-40d1-b726-6ba85d70d58f
Избербаш;Северо-Кавказский;Дагестан Респ;bf14786f-6c0e-4369-8907-57f9d3fd93ac
Изобильный;Северо-Кавказский;Ставропольский край;82d67979-76e6-4c48-b5b0-18c0b969114c
Иланский;Сибирский;Красноярский край;8fa29485-6bce-450c-8c5c-26b8ab682bde
Инза;Приволжский;Ульяновская обл;a23672b1-86cf-4b07-b1a1-cf0b58e7419b
Иннополис;Приволжский;Татарстан Респ;98da33d3-9455-497a-9703-a0f89c95a901
Инсар;Приволжский;Мордовия Респ;e5473064-cb2e-4da5-aa2b-42599c031705
Инта;Северо-Западный;Коми Респ;1b136d3e-3bd6-440c-a3fd-23303143c440
Ипатово;Северо-Кавказский;Ставропольский край;589a16ac-fb2e-46f9-b59a-98c18d34d908
Ирбит;Уральский;Свердловская обл;4a90bd67-7682-4012-a0c5-09865b9d08a0
Иркутск;Сибирский;Иркутская обл;8eeed222-72e7-47c3-ab3a-9a553c31cf72
Исилькуль;Сибирский;Омская обл;097baa31-3a80-4fea-b34b-c613fbd8730e
Искитим;Сибирский;Новосибирская обл;6965fcac-b7e4-4cab-ab35-a591ed65edf5
Истра;Центральный;Московская обл;f05b2b62-f54c-4b44-aff2-6bc3e55a640c
Ишим;Уральский;Тюменская обл;248fbf02-0ba3-4208-8478-ba3def019844
Ишимбай;Приволжский;Башкортостан Респ;b3d2e10f-752d-4b90-b54b-9d6545f38ae0
Йошкар-Ола;Приволжский;Марий Эл Респ;0648e41c-a09b-4eac-91cd-8cf61b9ccb7b
Кадников;Северо-Западный;Вологодская обл;eb52b8bf-131d-4250-9a09-c0d41a7d42ee
Казань;Приволжский;Татарстан Респ;93b3df57-4c89-44df-ac42-96f05e9cd3b9
Калач;Центральный;Воронежская обл;57a863b5-02a7-482a-8320-a3d165c4bfd0
Калачинск;Сибирский;Омская обл;fc59f020-5c8e-45e8-baf5-c9069a61e4a9
Калач-на-Дону;Южный;Волгоградская обл;acc6220a-f624-4880-84d8-670319b0e25d
Калининград;Северо-Западный;Калининградская обл;df679694-d505-4dd3-b514-4ba48c8a97d8
Калининск;Приволжский;Саратовская обл;634cee3a-db47-4b0f-9b90-8be1d5965db5
Калтан;Сибирский;Кемеровская область - Кузбасс обл;5000e677-7d3c-4eec-b01d-f3f192abbd41
Калуга;Центральный;Калужская обл;b502ae45-897e-4b6f-9776-6ff49740b537
Калязин;Центральный;Тверская обл;fe762e07-f90b-4758-9816-54112f02740e
Камбарка;Приволжский;Удмуртская Респ;b3bb969f-79ee-46fb-b23c-42a7b19fe8e1
Каменка;Приволжский;Пензенская обл;e5313349-e01d-47a2-b329-b1629c243520
Каменногорск;Северо-Западный;Ленинградская обл;58399f33-3e18-4921-950a-ac0fa5f9e97c
Каменск-Уральский;Уральский;Свердловская обл;ecc16584-9814-44d7-a0f3-c79601caa734
Каменск-Шахтинский;Южный;Ростовская обл;76cb0cf6-49a5-4852-b45d-99e4ce12a7ea
Камень-на-Оби;Сибирский;Алтайский край;810ca9c7-f10e-4def-9c48-f0aa83168ca7
Камешково;Центральный;Владимирская обл;13cf312e-735f-4faa-8a7d-9a2622d50438
Камызяк;Южный;Астраханская обл;bc643e13-dcc5-4fa4-8cb1-94f71c5c18f4
Камышин;Южный;Волгоградская обл;0f9fb687-8d03-41a2-968f-033a2ba44f2f
Камышлов;Уральский;Свердловская обл;ac2abd40-bb9b-41df-abd8-a319afd88f00
Канаш;Приволжский;Чувашская Республика Чувашия;6edd2a33-d03a-4d59-83c3-e14de6890a49
Кандалакша;Северо-Западный;Мурманская обл;30fa6bcc-608e-40cb-b22a-b202967ff2a6
Канск;Сибирский;Красноярский край;75917770-c4cb-44d8-afcc-8a6d395c3bc2
Карабаново;Центральный;Владимирская обл;4f178a20-53a7-4032-b62b-7337315e0fc1
Карабаш;Уральский;Челябинская обл;dbca0fdd-89a6-43ad-9bd0-9796236917d7
Карабулак;Северо-Кавказский;Ингушетия Респ;2c33c72e-642b-4a7e-afe5-982f5adf6b17
Карасук;Сибирский;Новосибирская обл;23d59dbe-1aed-4564-84da-fe921f9ce294
Карачаевск;Северо-Кавказский;Карачаево-Черкесская Респ;cb390fbd-3149-4ac9-b9fb-6af069d51b71
Карачев;Центральный;Брянская обл;6f39b866-1fed-4add-aa00-e76992516660
Каргат;Сибирский;Новосибирская обл;f3a2db25-007e-4830-b460-e763ced3a642
Каргополь;Северо-Западный;Архангельская обл;a670f317-f3c4-4dd6-9d27-fa68a8b28b6f
Карпинск;Уральский;Свердловская обл;a695f868-8b1d-412a-b011-3e1eb265aad5
Карталы;Уральский;Челябинская обл;8de6102a-50a8-4bd4-9552-a265cb82b57f
Касимов;Центральный;Рязанская обл;5ad034ad-85b5-4106-be01-3d6e8b08cb2c
Касли;Уральский;Челябинская обл;9db9997b-8945-4ae2-9d14-6dfe0dd01c7e
Каспийск;Северо-Кавказский;Дагестан Респ;a8695cce-c623-4451-bb47-2d69ab22092a
Катав-Ивановск;Уральский;Челябинская обл;5c0f59dc-daeb-4891-a620-900a59d8cabd
Катайск;Уральский;Курганская обл;a0d524d7-5863-4a73-be5b-c165ad2f5e74
Качканар;Уральский;Свердловская обл;c6d37528-b353-43eb-81d8-64a4fd1612f5
Кашин;Центральный;Тверская обл;d0c58ce3-d21c-441f-be50-92de7f5bcc83
Кашира;Центральный;Московская обл;45b3f9ac-43cd-4bd0-90af-74cf64ea67f7
Кедровый;Сибирский;Томская обл;59cb7e41-b681-40c8-97f2-13374a397867
Кемерово;Сибирский;Кемеровская область - Кузбасс обл;94bb19a3-c1fa-410b-8651-ac1bf7c050cd
Кемь;Северо-Западный;Карелия Респ;e4338e50-dae7-4bd0-8843-ca0db77140d3
Керчь;Южный;Крым Респ;b7b1ef3e-bd1c-4080-80ea-f0580b40281b
Кизел;Приволжский;Пермский край;cc8b9eb5-bd4e-4472-8314-f889e8a6679c
Кизилюрт;Северо-Кавказский;Дагестан Респ;efc8a6e2-ffab-4d69-a35b-019bfe89745e
Кизляр;Северо-Кавказский;Дагестан Респ;e18e67f7-e62a-4abe-853c-ffb8e5ab57e1
Кимовск;Центральный;Тульская обл;1b04dfd7-7752-4c40-ae60-9fae9cb95237
Кимры;Центральный;Тверская обл;2c02d3e2-f65d-4d7f-b1a3-ffe55d2d4508
Кингисепп;Северо-Западный;Ленинградская обл;ef14bc6b-dd76-4264-bb40-c0fd8a60985b
Кинель;Приволжский;Самарская обл;8ca7cbe5-a14b-416a-974a-dfa56e7f396a
Кинешма;Центральный;Ивановская обл;df284e77-a45c-411d-8901-94c91f4a92e5
Киреевск;Центральный;Тульская обл;7cf29293-e9ab-4c7a-98ec-30d0c48ea104
Киренск;Сибирский;Иркутская обл;1ea67233-631c-49bf-8d7c-1a17fc785e97
Киржач;Центральный;Владимирская обл;115db243-1238-412f-a2a1-6d53ef30ba9e
Кириллов;Северо-Западный;Вологодская обл;bfe722ba-8bfd-4dbd-acc5-73da667a0f95
Кириши;Северо-Западный;Ленинградская обл;52da70f1-08b0-4b4c-9d22-d67a62bc2aa5
Киров;Приволжский;Кировская обл;452a2ddf-88a1-4e35-8d8d-8635493768d4
Кировград;Уральский;Свердловская обл;dd3f07bd-0109-47e0-8a0a-64928436beed
Кирово-Чепецк;Приволжский;Кировская обл;3cdc251a-a649-4063-8c51-00ea2f676a95
Кировск;Северо-Западный;Ленинградская обл;a1535e5e-c151-431a-a4c4-954d4545e37a
Кирс;Приволжский;Кировская обл;31ed73ca-6927-4243-9618-36de284ab038
Кирсанов;Центральный;Тамбовская обл;24694c2c-bab5-4fc7-9666-5ad984536465
Киселевск;Сибирский;Кемеровская область - Кузбасс обл;36122f01-1666-42e0-9c65-937787e8ca45
Кисловодск;Северо-Кавказский;Ставропольский край;82551e9e-14a4-4414-ad60-6cc944763ff3
Клин;Центральный;Московская обл;2365151a-7a78-4af5-a8fb-a4faff856df5
Клинцы;Центральный;Брянская обл;59cb1f1f-16f9-47eb-9487-14a6c00e8621
Княгинино;Приволжский;Нижегородская обл;b3350a67-b3c0-47b2-afb3-2b308227a89e
Ковдор;Северо-Западный;Мурманская обл;01cc7377-a3a7-4793-9c77-52e3ef66a6ff
Ковров;Центральный;Владимирская обл;0b4978e2-e64c-4db1-b84d-93cf34bdb04b
Ковылкино;Приволжский;Мордовия Респ;53445e0f-9d61-4359-9f4f-4983ff7aec34
Когалым;Уральский;Ханты-Мансийский Автономный округ - Югра АО;5a08166f-cfaa-4e95-8233-f0d473883bd3
Кодинск;Сибирский;Красноярский край;a97aba0e-9624-4e6c-8296-4e5fa103ddf0
Козельск;Центральный;Калужская обл;adc77035-406d-4cb4-9bcc-094c89ac67fc
Козловка;Приволжский;Чувашская Республика Чувашия;e4cdd522-24f9-4fa7-a900-7bd35be4ada5
Козьмодемьянск;Приволжский;Марий Эл Респ;70f9ed24-8b25-4688-857f-a337710d4825
Кола;Северо-Западный;Мурманская обл;866ace16-21ff-49c4-af8d-b74ef0e80208
Кологрив;Центральный;Костромская обл;2382db41-3085-4e55-a612-d597535ae960
Коломна;Центральный;Московская обл;b367fb03-29f9-4dac-8d85-01595cfb6ad9
Колпашево;Сибирский;Томская обл;c29a885f-a8c8-43b4-aecd-d439d36f5e47
Кольчугино;Центральный;Владимирская обл;8f9faad4-ff93-471d-b0c0-c8e5c0162dee
Коммунар;Северо-Западный;Ленинградская обл;459dca99-04ff-44fb-af9f-7e2100ec28ac
Комсомольск;Центральный;Ивановская обл;d812b7bf-68de-4e11-95d6-39f7c8ec111e
Комсомольск-на-Амуре;Дальневосточный;Хабаровский край;a29c5b20-5056-412b-9af6-7b805aa3ea72
Конаково;Центральный;Тверская обл;8f171e04-35f6-4c4d-bd95-97a5601b0d71
Кондопога;Северо-Западный;Карелия Респ;ca9f6919-1174-4f35-a932-232fa02a4334
Кондрово;Центральный;Калужская обл;9ea37890-3ec5-4425-8e41-f60d1844335d
Константиновск;Южный;Ростовская обл;89de999c-b58a-4d76-94e5-dc6152813b10
Копейск;Уральский;Челябинская обл;69462f61-d1da-4e61-a970-3b71c6623002
Кораблино;Центральный;Рязанская обл;8ea51b23-4bd6-401a-8e5a-0b3ecaa30081
Кореновск;Южный;Краснодарский край;76e1af12-0fae-42b0-8771-02191d803ad0
Коркино;Уральский;Челябинская обл;34bc4096-0b85-4b90-bac1-2539cb030041
Королёв;Центральный;Московская обл;819d6910-b4d1-474f-ad10-c1fa944dfca4
Корсаков;Дальневосточный;Сахалинская обл;ba09681d-27a6-4784-8369-fa13da3057bf
Коряжма;Северо-Западный;Архангельская обл;782acb50-ddfa-4483-bcbd-a5e667976036
Костерево;Центральный;Владимирская обл;50b6831d-52f4-4905-93d7-8e42812cd947
Костомукша;Северо-Западный;Карелия Респ;1925075b-8541-4075-97ea-edad0557626e
Кострома;Центральный;Костромская обл;14c73394-b886-40a9-9e5c-547cfd4d6aad
Котельники;Центральный;Московская обл;67488a01-ccb7-4638-bcad-117db0fbe9a3
Котельниково;Южный;Волгоградская обл;ec52e094-acd0-49ab-bc84-9ce0aa80c7c0
Котельнич;Приволжский;Кировская обл;49846fff-046e-4cee-944b-137cb833d67f
Котлас;Северо-Западный;Архангельская обл;93adb246-540e-40a2-a0fd-e96ca6796589
Котово;Южный;Волгоградская обл;6a9dded3-afcf-46ba-9881-5048c3bec5a3
Котовск;Центральный;Тамбовская обл;1cc2ab3c-1791-4771-b332-d2d96f52788e
Кохма;Центральный;Ивановская обл;022e301b-514f-477f-9d1e-f60430c40429
Красавино;Северо-Западный;Вологодская обл;78a546b6-196d-407f-a082-e7e85ff4acad
Красноармейск;Центральный;Московская обл;bc5d23ce-e886-4dc7-976c-6b8be6d501d2
Красноармейск;Приволжский;Саратовская обл;64954753-8e36-4948-9372-af3a08e88d57
Красновишерск;Приволжский;Пермский край;f42f49ba-d949-4245-843a-6ec5203d2fcd
Красногорск;Центральный;Московская обл;63fcf18a-365e-451f-baee-8d09ac50b773
Краснодар;Южный;Краснодарский край;7dfa745e-aa19-4688-b121-b655c11e482f
Краснозаводск;Центральный;Московская обл;6bec0be0-e5a7-4bf1-907a-9a1dadedc867
Краснознаменск;Северо-Западный;Калининградская обл;40c2a58b-8f84-4b30-8a22-038efe4f059a
Краснознаменск;Центральный;Московская обл;6e8a99b2-e6bd-4169-acb3-f7e6cd53be3b
Краснокаменск;Дальневосточный;Забайкальский край;3c9d5e9e-2922-4e9e-9e49-dbe6faf01fb2
Краснокамск;Приволжский;Пермский край;22ac4485-bdf3-422e-b67f-9b3aba46de5e
Красноперекопск;Южный;Крым Респ;1df1381d-cef8-4042-a5f8-4c18519d42b0
Краснослободск;Южный;Волгоградская обл;68e32d89-51bb-4030-b697-ceca53b9e740
Краснослободск;Приволжский;Мордовия Респ;870f93e7-2c41-45eb-baeb-b78cbcd79288
Краснотурьинск;Уральский;Свердловская обл;59b1c816-7f98-4707-b5e2-c6193fff8923
Красноуральск;Уральский;Свердловская обл;3c6a6e0c-29d7-409b-9d2a-135994cf5e97
Красноуфимск;Уральский;Свердловская обл;ddb355ab-7c2a-4f86-b388-6afbd81a7e73
Красноярск;Сибирский;Красноярский край;9b968c73-f4d4-4012-8da8-3dacd4d4c1bd
Красный Кут;Приволжский;Саратовская обл;94ff279a-6567-4ac1-8001-42d8fd89605e
Красный Сулин;Южный;Ростовская обл;687f3695-dcc4-4591-b8b9-a316f46a459a
Красный Холм;Центральный;Тверская обл;b62cf2b9-b222-434b-89ea-19e58c73b406
Кременки;Центральный;Калужская обл;73c0bcae-5da5-4796-9084-9b9e5905d501
Кропоткин;Южный;Краснодарский край;a4f6512e-2ee9-4250-b241-b58504a886b4
Крымск;Южный;Краснодарский край;ae6c6804-3c18-4337-bb6e-7479a8cb64f6
Кстово;Приволжский;Нижегородская обл;8d72434a-977f-418b-80e0-f37ff75d52e4
Кубинка;Центральный;Московская обл;50341359-842b-4ba1-b7f2-398a7b72f829
Кувандык;Приволжский;Оренбургская обл;7644221b-0ef9-40c3-8378-cb0e2299747e
Кувшиново;Центральный;Тверская обл;1370dc6a-9c3c-428b-b8ff-17fe39ee7654
Кудрово;Северо-Западный;Ленинградская обл;98cd19c4-e172-4fa3-a81d-7caedeec669b
Кудымкар;Приволжский;Пермский край;d36590ad-0286-44a2-876d-7732deee4234
Кузнецк;Приволжский;Пензенская обл;b4751488-e03d-416c-9cde-af7465256bfa
Куйбышев;Сибирский;Новосибирская обл;1b70e712-092e-4c45-9984-af3a2c7cfdd7
Кукмор;Приволжский;Татарстан Респ;840033db-f0cb-4783-b0e0-8c9235d64948
Кулебаки;Приволжский;Нижегородская обл;a963a64c-29cf-4342-bdc7-d998017aa4cd
Кумертау;Приволжский;Башкортостан Респ;48e38991-07fd-4aaa-b240-a7280e4a823f
Кунгур;Приволжский;Пермский край;73e5113d-949a-4a9e-8e44-6eae9ef93747
Купино;Сибирский;Новосибирская обл;b1467e32-e362-4e64-b5d7-0d7deba77505
Курган;Уральский;Курганская обл;3bbda77d-ba3f-4457-9d44-c440815cda89
Курганинск;Южный;Краснодарский край;2c58f372-aac8-4645-b41a-f39bdffef373
Курильск;Дальневосточный;Сахалинская обл;1e3fbbb8-0c90-4a49-a012-9d5813f4f032
Курлово;Центральный;Владимирская обл;4f68f8c7-bf54-48a6-8165-0313d75a83c2
Куровское;Центральный;Московская обл;9eb64ec8-9b97-465c-8c4d-ae667862dd62
Курск;Центральный;Курская обл;d790c72e-479b-4da2-90d7-842b1712a71c
Куртамыш;Уральский;Курганская обл;167681ea-0c54-48e2-8c4b-c03f71c9c248
Курчалой;Северо-Кавказский;Чеченская Респ;37464bf9-053a-4c84-bc16-b9f202749794
Курчатов;Центральный;Курская обл;a6d4bd96-8c96-4c15-86df-73087f55534d
Куса;Уральский;Челябинская обл;94812112-feed-454d-a3d2-45ba7bc691d0
Кушва;Уральский;Свердловская обл;c2b7db39-9ef3-4d9d-a109-a3870b583d45
Кызыл;Сибирский;Тыва Респ;8df8c56f-a46e-438f-a85b-a9b18ad4fc77
Кыштым;Уральский;Челябинская обл;969d3bb6-4d8e-4130-902b-b70571090302
Кяхта;Дальневосточный;Бурятия Респ;5ef858d8-f7e6-4ea9-8276-53a25672bf9f
Лабинск;Южный;Краснодарский край;0ec1acd4-d7bb-49f7-87c2-d66edb24f587
Лабытнанги;Уральский;Ямало-Ненецкий АО;6552fa92-269f-4b6a-bee5-fe9204463d99
Лагань;Южный;Калмыкия Респ;808f71cf-e9f9-4fe8-ab93-2b6326ebbd8e
Ладушкин;Северо-Западный;Калининградская обл;04950f38-5c4c-4989-8b7a-6224795a2b59
Лаишево;Приволжский;Татарстан Респ;72197ca2-8209-49d6-ba10-7796b2e2e852
Лакинск;Центральный;Владимирская обл;67eb946d-db25-4ad2-9852-6436ed35b39e
Лангепас;Уральский;Ханты-Мансийский Автономный округ - Югра АО;149e651b-5dd3-480f-a372-5174576609f6
Лахденпохья;Северо-Западный;Карелия Респ;5b02bb69-ea4f-482d-b6c3-5bdfea5244d6
Лебедянь;Центральный;Липецкая обл;d8a96228-5392-4c32-98cb-6a7ac20db942
Лениногорск;Приволжский;Татарстан Респ;e3a88932-c76e-4158-842c-d710a9856df1
Ленинск;Южный;Волгоградская обл;bee1ee84-fdcf-45b2-8c87-7b015efc4332
Ленинск-Кузнецкий;Сибирский;Кемеровская область - Кузбасс обл;cf600ae8-e376-42ae-bf7c-5aa1875dcd28
Ленск;Дальневосточный;Саха /Якутия/ Респ;fdb008ca-3f90-478f-988f-8ec51fc5cc26
Лермонтов;Северо-Кавказский;Ставропольский край;3808db7f-f793-40d0-ad74-691c158bc2de
Лесной;Уральский;Свердловская обл;26c6f82c-8503-4c38-9009-52815c8f4a9b
Лесозаводск;Дальневосточный;Приморский край;71b4cdae-5e53-4406-a418-1e8b5c17dc2e
Лесосибирск;Сибирский;Красноярский край;2ddd48d6-e95b-4972-a34e-8586ed507763
Ливны;Центральный;Орловская обл;aef2c735-2e21-42e5-8638-9667bade6a2b
Ликино-Дулёво;Центральный;Московская обл;4ae832d1-e532-45a2-b8a7-8f29aa0149e9
Липецк;Центральный;Липецкая обл;eacb5f15-1a2e-432e-904a-ca56bd635f1b
Липки;Центральный;Тульская обл;ff4e0e65-f17d-4ba6-832d-d1bd12859e00
Лиски;Центральный;Воронежская обл;e0a82358-88c2-44ab-b402-c450e1aa52a8
Лихославль;Центральный;Тверская обл;65ff289f-75f8-4a63-8d7a-7126496de247
Лобня;Центральный;Московская обл;67c493d4-d141-407e-868b-dafc289503f3
Лодейное Поле;Северо-Западный;Ленинградская обл;5f52edf9-92aa-4e69-9314-e629c45ec1d5
Лосино-Петровский;Центральный;Московская обл;96c869d9-51a8-4db6-8011-9fc459c9a78c
Луга;Северо-Западный;Ленинградская обл;d9135f5d-627e-441d-b208-9087ee0367dd
Луза;Приволжский;Кировская обл;9e22dc47-e0df-407b-8448-39ca682e3fd6
Лукоянов;Приволжский;Нижегородская обл;edc07c38-090b-4990-9484-af85752c484f
Луховицы;Центральный;Московская обл;7c6d9ebf-8b6a-4435-a174-eb8018f7c598
Лысково;Приволжский;Нижегородская обл;978c4d8c-f724-43b1-aa95-0c1fc49dc6b7
Лысьва;Приволжский;Пермский край;5d7c95a5-a4d7-4fb4-9774-93e527636a9e
Лыткарино;Центральный;Московская обл;bba16a72-09e1-4f3f-93af-df5ecab6714b
Льгов;Центральный;Курская обл;6fe805e1-1dde-42cd-821e-173ffe50885d
Любань;Северо-Западный;Ленинградская обл;cda96dc0-75b2-411b-b995-16cc63fcfa05
Люберцы;Центральный;Московская обл;427b4e19-f221-4abc-8904-81f7409c1ce3
Любим;Центральный;Ярославская обл;f81f98ae-4e55-4fc3-8968-6ac6f1118c69
Людиново;Центральный;Калужская обл;e6b8a826-768f-4745-889b-e774c1520c5f
Лянтор;Уральский;Ханты-Мансийский Автономный округ - Югра АО;e7e90d82-aecc-4e9c-a373-3a7afcd5fed3
Магадан;Дальневосточный;Магаданская обл;cb8ae35a-93df-4133-b377-50f3698c8b5e
Магас;Северо-Кавказский;Ингушетия Респ;c801edb4-aba2-4e1d-9ab2-69fcbf0aeb9c
Магнитогорск;Уральский;Челябинская обл;988157bf-d6d5-4c2a-80ec-4ad531eea056
Майкоп;Южный;Адыгея Респ;8cfbe842-e803-49ca-9347-1ef90481dd98
Майский;Северо-Кавказский;Кабардино-Балкарская Респ;e9f48c52-6cc4-47d9-ba6d-e7b12e8e0871
Макаров;Дальневосточный;Сахалинская обл;eeb17cd3-ea24-4d58-bd46-ad6c333d3de7
Макарьев;Центральный;Костромская обл;dda6ff96-ff7e-4ea0-a9eb-6bfefe3b1ec8
Макушино;Уральский;Курганская обл;fe024a51-2da6-4ce6-b727-493a829741ad
Малая Вишера;Северо-Западный;Новгородская обл;58fbfb62-6e1e-402d-8c8d-c8ec722f4a5a
Малгобек;Северо-Кавказский;Ингушетия Респ;5c318987-0763-4822-9c57-0d55e40fb9d7
Малмыж;Приволжский;Кировская обл;2193594d-ddaf-42b6-9dfe-95cda00ba520
Малоархангельск;Центральный;Орловская обл;2afa3f40-891a-4640-a1cf-af9a5a6d1eb7
Малоярославец;Центральный;Калужская обл;72cb3a9a-0180-4619-ac08-07e762e58e6f
Мамадыш;Приволжский;Татарстан Респ;1d9bbe0d-7086-4fd0-b91c-ed6d196cb818
Мамоново;Северо-Западный;Калининградская обл;2942ef2d-01b0-4137-8f46-5228e9eedd7f
Мантурово;Центральный;Костромская обл;b045e8f1-b705-4211-862a-101df62b4feb
Мариинск;Сибирский;Кемеровская область - Кузбасс обл;34a2e393-69d3-4258-8daf-a6290a14b06e
Мариинский Посад;Приволжский;Чувашская Республика Чувашия;a3514c10-c53a-4c6a-a945-c1a9b7bc6d31
Маркс;Приволжский;Саратовская обл;c1a0ca30-8b42-4cc8-a16d-2d3392937621
Махачкала;Северо-Кавказский;Дагестан Респ;727cdf1e-1b70-4e07-8995-9bf7ca9abefb
Мглин;Центральный;Брянская обл;a4162075-13cb-4f4a-9974-ef042c8be149
Мегион;Уральский;Ханты-Мансийский Автономный округ - Югра АО;d9c157ca-fd05-4efc-ae0c-16927612a0c8
Медвежьегорск;Северо-Западный;Карелия Респ;fec511c3-62fc-4093-95bd-89f05b26afa6
Медногорск;Приволжский;Оренбургская обл;86204c33-b552-4ebd-a93a-9dc8b274ee9c
Медынь;Центральный;Калужская обл;df03aec4-0859-4f40-9f51-90b2ed2f83ef
Межгорье;Приволжский;Башкортостан Респ;5fd3a551-8553-4571-bfc8-2bfb211686f5
Междуреченск;Сибирский;Кемеровская область - Кузбасс обл;c6a7e590-04b4-4a01-85fc-b61b63711bba
Мезень;Северо-Западный;Архангельская обл;8a49f67f-6c48-4160-bd1d-ebc188a69269
Меленки;Центральный;Владимирская обл;710f2d29-5c22-4d4d-be27-04713381c676
Мелеуз;Приволжский;Башкортостан Респ;c516337d-f590-439b-83ad-6f15a9325740
Менделеевск;Приволжский;Татарстан Респ;e23b4fcb-782b-4d5c-b962-94fd6018fef6
Мензелинск;Приволжский;Татарстан Респ;d1d11ebe-b022-44aa-a211-3472483a4974
Мещовск;Центральный;Калужская обл;9b4890ea-75d9-4464-96f1-077c8a9c7e34
Миасс;Уральский;Челябинская обл;f2976e80-32e1-4284-8eda-06cf19239cd1
Микунь;Северо-Западный;Коми Респ;2144ca72-ea8d-4ad6-90bc-e8443944087a
Миллерово;Южный;Ростовская обл;ac927a82-e1dc-4485-b0e0-59f019b8f295
Минеральные Воды;Северо-Кавказский;Ставропольский край;0be84f75-bbb5-4471-9d0c-dfa932f5df7d
Минусинск;Сибирский;Красноярский край;5cfaf0c0-8f59-4321-9a5b-4b1c51b3779f
Миньяр;Уральский;Челябинская обл;855ef067-23aa-425a-aa9b-cadbfb1f9fff
Мирный;Северо-Западный;Архангельская обл;977c7606-1b37-4424-84f7-b0c66c3e4b94
Мирный;Дальневосточный;Саха /Якутия/ Респ;62d403af-d460-4e79-a90b-8b6a351af3b1
Михайлов;Центральный;Рязанская обл;8afcc513-bb8b-45a9-ac0d-ce8cb43b4c60
Михайловка;Южный;Волгоградская обл;f02dbf6d-57ad-49bc-8011-603bf7126bb5
Михайловск;Уральский;Свердловская обл;177c10d7-f36f-449e-a94b-5f7f45a0dbc8
Михайловск;Северо-Кавказский;Ставропольский край;51007e5c-e430-4f18-912c-f88c7e73698d
